agency_id,route_id,route_name
DTC,5543,175DOWN
DTC,5544,178DOWN
DTC,5545,179DOWN
DTC,5546,181DOWN
DTC,5547,181ADOWN
DTC,5548,182ADOWN
DTC,5549,184DOWN
DTC,5550,185DOWN
DTC,5551,188DOWN
DTC,5552,191DOWN
DTC,5553,192DOWN
DTC,5554,193DOWN
DTC,5555,194DOWN
DTC,5556,199DOWN
DTC,5557,205DOWN
DTC,5558,210DOWN
DTC,5559,211DOWN
DTC,5560,211ADOWN
DTC,5561,211BDOWN
DTC,5562,212DOWN
DTC,5563,213DOWN
DTC,5564,213ADOWN
DTC,5565,214DOWN
DTC,5566,216DOWN
DTC,5567,218DOWN
DTC,5568,219DOWN
DTC,5569,219STLDOWN
DTC,5570,221DOWN
DTC,5571,227DOWN
DTC,5572,227ADOWN
DTC,5573,231DOWN
DTC,5574,234DOWN
DTC,5575,234ADOWN
DTC,5576,235DOWN
DTC,5577,236DOWN
DTC,5578,236EXTDOWN
DTC,5579,246DOWN
DTC,5580,247DOWN
DTC,5581,253DOWN
DTC,5582,254DOWN
DTC,5583,255DOWN
DTC,5584,258DOWN
DTC,5585,258SPLDOWN
DTC,5586,259DOWN
DTC,5587,261DOWN
DTC,5588,270DOWN
DTC,5589,271DOWN
DTC,5590,273DOWN
DTC,5591,274DOWN
DTC,5592,281DOWN
DTC,5593,306DOWN
DTC,5594,307DOWN
DTC,5595,307ADOWN
DTC,5596,309DOWN
DTC,5597,310DOWN
DTC,5598,313DOWN
DTC,5599,317DOWN
DTC,5600,319DOWN
DTC,5601,319ADOWN
DTC,5602,323DOWN
DTC,5603,333DOWN
DTC,5604,335DOWN
DTC,5605,336DOWN
DTC,5606,340DOWN
DTC,5607,341DOWN
DTC,5608,344DOWN
DTC,5609,347DOWN
DTC,5610,347ADOWN
DTC,5611,348DOWN
DTC,5612,349DOWN
DTC,5613,349ADOWN
DTC,5614,355DOWN
DTC,5615,357ADOWN
DTC,5616,374DOWN
DTC,5617,375DOWN
DTC,5618,378DOWN
DTC,5619,390DOWN
DTC,5620,391DOWN
DTC,5621,392DOWN
DTC,5622,392BDOWN
DTC,5623,398DOWN
DTC,5624,400DOWN
DTC,5625,402DOWN
DTC,5626,403DOWN
DTC,5627,405DOWN
DTC,5628,405ADOWN
DTC,5629,408DOWN
DTC,5630,410DOWN
DTC,5631,411DOWN
DTC,5632,413DOWN
DTC,5633,419DOWN
DTC,5634,423DOWN
DTC,5635,425DOWN
DTC,5636,427DOWN
DTC,5637,427ADOWN
DTC,5638,429DOWN
DTC,5639,433DOWN
DTC,5640,433ADOWN
DTC,5641,440DOWN
DTC,5642,440ADOWN
DTC,5643,442DOWN
DTC,5644,443DOWN
DTC,5645,443ADOWN
DTC,5646,445DOWN
DTC,5647,447DOWN
DTC,5648,448DOWN
DTC,5649,448ADOWN
DTC,5650,448BDOWN
DTC,5651,450DOWN
DTC,5652,460DOWN
DTC,5653,463DOWN
DTC,5654,465DOWN
DTC,5655,469DOWN
DTC,5656,473DOWN
DTC,5657,473ADOWN
DTC,5658,479DOWN
DTC,5659,490DOWN
DTC,5660,492DOWN
DTC,5661,493DOWN
DTC,5662,500DOWN
DTC,5663,501DOWN
DTC,5664,502DOWN
DTC,5665,503DOWN
DTC,5666,505DOWN
DTC,5667,506DOWN
DTC,5668,506STLDOWN
DTC,5669,507DOWN
DTC,5670,511DOWN
DTC,5671,511ADOWN
DTC,5672,512DOWN
DTC,5673,516DOWN
DTC,5674,517DOWN
DTC,5675,519DOWN
DTC,5676,520DOWN
DTC,5677,521DOWN
DTC,5678,522DOWN
DTC,5679,522SPLDOWN
DTC,5680,522ADOWN
DTC,5681,522ASPL.DOWN
DTC,5682,523DOWN
DTC,5683,525DOWN
DTC,5684,525STLDOWN
DTC,5685,529SPLDOWN
DTC,5686,534DOWN
DTC,5687,534ADOWN
DTC,5688,534CDOWN
DTC,5689,536DOWN
DTC,5690,539DOWN
DTC,5691,539ADOWN
DTC,5692,539KDOWN
DTC,5693,540DOWN
DTC,5694,542DOWN
DTC,5695,543DOWN
DTC,5696,543ADOWN
DTC,5697,544DOWN
DTC,5698,548DOWN
DTC,5699,567DOWN
DTC,5700,567ADOWN
DTC,5701,568DOWN
DTC,5702,568ADOWN
DTC,5703,569DOWN
DTC,5704,569EXTDOWN
DTC,5705,578DOWN
DTC,5706,578ADOWN
DTC,5707,580DOWN
DTC,5708,588DOWN
DTC,5709,588ADOWN
DTC,5710,604DOWN
DTC,5711,605DOWN
DTC,5712,610DOWN
DTC,5713,610ADOWN
DTC,5714,610BDOWN
DTC,5715,611DOWN
DTC,5716,611ADOWN
DTC,5717,611CDOWN
DTC,5718,615DOWN
DTC,5719,620DOWN
DTC,5720,621DOWN
DTC,5721,623DOWN
DTC,5722,623ADOWN
DTC,5723,623BDOWN
DTC,5724,624ADOWN
DTC,5725,630DOWN
DTC,5726,631DOWN
DTC,5727,632DOWN
DTC,5728,680DOWN
DTC,5729,701DOWN
DTC,5730,708DOWN
DTC,5731,708ADOWN
DTC,5732,711DOWN
DTC,5733,711ADOWN
DTC,5734,715DOWN
DTC,5735,717DOWN
DTC,5736,717ADOWN
DTC,5737,717BDOWN
DTC,5738,718DOWN
DTC,5739,720DOWN
DTC,5740,721DOWN
DTC,5741,722DOWN
DTC,5742,724DOWN
DTC,5743,724ADOWN
DTC,5744,724CDOWN
DTC,5745,724EXTDOWN
DTC,5746,725DOWN
DTC,5747,727DOWN
DTC,5748,728DOWN
DTC,5749,729DOWN
DTC,5750,740DOWN
DTC,5751,740ADOWN
DTC,5752,740EXTDOWN
DTC,5753,740BDOWN
DTC,5754,741DOWN
DTC,5755,741ADOWN
DTC,5756,745DOWN
DTC,5757,753DOWN
DTC,5758,761DOWN
DTC,5759,764DOWN
DTC,5760,764EXTDOWN
DTC,5761,765DOWN
DTC,5762,770ADOWN
DTC,5763,770BDOWN
DTC,5764,773DOWN
DTC,5765,778DOWN
DTC,5766,778ADOWN
DTC,5767,781DOWN
DTC,5768,790DOWN
DTC,5769,794DOWN
DTC,5770,794ADOWN
DTC,5771,801DOWN
DTC,5772,803DOWN
DTC,5773,804ADOWN
DTC,5774,808DOWN
DTC,5775,809DOWN
DTC,5776,810DOWN
DTC,5777,813DOWN
DTC,5778,816DOWN
DTC,5779,816ADOWN
DTC,5780,817DOWN
DTC,5781,818DOWN
DTC,5782,819DOWN
DTC,5783,820DOWN
DTC,5784,821DOWN
DTC,5785,825DOWN
DTC,5786,825ADOWN
DTC,5787,826DOWN
DTC,5788,827DOWN
DTC,5789,828DOWN
DTC,5790,828ADOWN
DTC,5791,829DOWN
DTC,5792,832DOWN
DTC,5793,835DOWN
DTC,5794,838DOWN
DTC,5795,842DOWN
DTC,5796,844DOWN
DTC,5797,845DOWN
DTC,5798,848DOWN
DTC,5799,849DOWN
DTC,5800,853DOWN
DTC,5801,857DOWN
DTC,5802,861ADOWN
DTC,5803,863DOWN
DTC,5804,864DOWN
DTC,5805,871DOWN
DTC,5806,872DOWN
DTC,5807,876DOWN
DTC,5808,878DOWN
DTC,5809,879DOWN
DTC,5810,879ADOWN
DTC,5811,879BDOWN
DTC,5812,882DOWN
DTC,5813,882ADOWN
DTC,5814,883DOWN
DTC,5815,887DOWN
DTC,5816,889DOWN
DTC,5817,891DOWN
DTC,5818,894DOWN
DTC,5819,901DOWN
DTC,5820,908DOWN
DTC,5821,910DOWN
DTC,5822,910ADOWN
DTC,5823,912DOWN
DTC,5824,915DOWN
DTC,5825,917DOWN
DTC,5826,918DOWN
DTC,5827,921DOWN
DTC,5828,921EXTDOWN
DTC,5829,923DOWN
DTC,5830,924DOWN
DTC,5831,926DOWN
DTC,5832,928DOWN
DTC,5833,929DOWN
DTC,5834,934DOWN
DTC,5835,935DOWN
DTC,5836,937ADOWN
DTC,5837,938ADOWN
DTC,5838,938BDOWN
DTC,5839,939DOWN
DTC,5840,940DOWN
DTC,5841,940ADOWN
DTC,5842,941DOWN
DTC,5843,943DOWN
DTC,5844,944DOWN
DTC,5845,947DOWN
DTC,5846,947ADOWN
DTC,5847,948DOWN
DTC,5848,949DOWN
DTC,5849,949ADOWN
DTC,5850,949EXTDOWN
DTC,5851,951DOWN
DTC,5852,953DOWN
DTC,5853,954DOWN
DTC,5854,957DOWN
DTC,5855,957ADOWN
DTC,5856,962DOWN
DTC,5857,962ADOWN
DTC,5858,962BDOWN
DTC,5859,963DOWN
DTC,5860,966DOWN
DTC,5861,966EXTDOWN
DTC,5862,966BDOWN
DTC,5863,970DOWN
DTC,5864,970ADOWN
DTC,5865,970BDOWN
DTC,5866,970CDOWN
DTC,5867,971DOWN
DTC,5868,971ADOWN
DTC,5869,972DOWN
DTC,5870,972ADOWN
DTC,5871,972BDOWN
DTC,5872,975DOWN
DTC,5873,978DOWN
DTC,5874,979DOWN
DTC,5875,980DOWN
DTC,5876,982DOWN
DTC,5877,984ADOWN
DTC,5878,985DOWN
DTC,5879,988DOWN
DTC,5880,990DOWN
DTC,5881,990ADOWN
DTC,5882,990BDOWN
DTC,5883,990EXTDOWN
DTC,5884,GL-22DOWN
DTC,5885,GL-23DOWN
DTC,5886,GL-90DOWN
DTC,5887,GL-91DOWN
DTC,5888,RL-75DOWN
DTC,5889,RL-77DOWN
DTC,5890,RL-77ADOWN
DTC,5891,RL-77BDOWN
DTC,5892,RL-77EXTDOWN
DTC,5893,RL-79DOWN
DTC,5894,YMS(-)DOWN
DTC,5895,OMS(-)DOWN
DTC,5896,TMS(-)DOWN
DTC,5897,WESTDELHIMUDRIKA(-)DOWN
DTC,5898,GRAMINMUDRIKA(-)DOWN
DTC,5899,BAWANACIRCULARSEWA(-)DOWN
DTC,5900,BYPASSEXPRESSDOWN
DTC,5901,AIRPORTEXP.-4DOWN
DTC,5902,AIRPORTSHUTTLESERVICEDOWN
DTC,5903,0205(NS)DOWN
DTC,5904,0236(NS)DOWN
DTC,5905,0261(NS)DOWN
DTC,5906,0405(NS)DOWN
DTC,5907,0419(NS)DOWN
DTC,5908,0502(NS)DOWN
DTC,5909,0604(NS)DOWN
DTC,5910,0729(NS)DOWN
DTC,5911,0740(NS)DOWN
DTC,5912,0753(NS)DOWN
DTC,5913,0901(NS)DOWN
DTC,5914,0926(NS)DOWN
DTC,5915,0929(NS)DOWN
DTC,5916,0943(NS)DOWN
DTC,5917,0GL-23(NS)DOWN
DTC,5918,0OMS(-)(NS)DOWN
DTC,5919,0TMS(-)(NS)DOWN
DTC,5920,0AIRPORTEXP-4(NS)DOWN
DTC,5921,EXPRESS-344DOWN
DTC,5922,EXPRESS-727ADOWN
DTC,5923,EXPRESS-91DOWN
DTC,5924,KAROLBAGHTOGURGAONUP
DTC,5925,KAROLBAGHTOGURGAONDOWN
DTC,5926,991UP
DTC,5927,991DOWN
DTC,5928,ANANDVIHARISBT-GURGAONUP
DTC,5929,ANANDVIHARISBT-GURGAONDOWN
DTC,5930,451AUP
DTC,5931,451ADOWN
DTC,5932,409STLUP
DTC,5933,409STLDOWN
DTC,5934,465AUP
DTC,5935,465ADOWN
DTC,5936,KPTTOBGARHUP
DTC,5937,KPTTOBGARHDOWN
DTC,5938,UTTAMNAGAR(T)TOGGNUP
DTC,5939,NDRLYSTG-2TOBGUP
DTC,5940,BADARPURBORDER-GURGAONUP
DTC,5941,NTTOBGARHUP
DTC,5942,NTTOBGARHDOWN
DTC,5943,NDRLYSTG-2TOBGDOWN
DTC,5944,UTTAMNAGAR(T)TOGNDOWN
DTC,5945,BADARPURBORDER-GURGAONDOWN
DTC,5946,836UP
DTC,5947,836DOWN
DTC,5948,886UP
DTC,5949,886DOWN
DTC,5950,CBD3(+)UP
DTC,5951,428DOWN
DTC,5952,CBD1(-)DOWN
DTC,5953,DW1UP
DTC,5954,919UP
DTC,5955,AIR-05DOWN
DTC,5956,946UP
DTC,5957,CBD3(-)DOWN
DTC,5958,AIRPORTEXP08DOWN
DTC,5959,DW4DOWN
DTC,5960,752DOWN
DTC,5961,892UP
DTC,5962,334UP
DTC,5963,CBD2(+)UP
DTC,5964,945DOWN
DTC,5965,334DOWN
DTC,5966,817NDOWN
DTC,5967,S1DOWN
DTC,5968,AIR-06UP
DTC,5969,434UP
DTC,5970,817NUP
DTC,5971,428UP
DTC,5972,215UP
DTC,5973,752UP
DTC,5974,229UP
DTC,5975,DW2DOWN
DTC,5976,DW4UP
DTC,5977,DW1DOWN
DTC,5978,AIR-05UP
DTC,5979,DW2UP
DTC,5980,DW5UP
DTC,5981,424DOWN
DTC,5982,892DOWN
DTC,5983,424UP
DTC,5984,229DOWN
DTC,5985,354DOWN
DTC,5986,DW5DOWN
DTC,5987,434DOWN
DTC,5988,CUP 114.00
DTC,5989,AIR-06DOWN
DTC,5990,S1UP
DTC,5991,215DOWN
DTC,5992,CBD1(+)UP
DTC,5993,919DOWN
DTC,5994,CBD2(-)DOWN
DTC,5995,945UP
DTC,5996,DW3UP
DTC,5997,DW3DOWN
DTC,5998,AIRPORTEXP08UP
DTC,5999,114CDOWN
DTC,6000,354UP
DTC,6001,946DOWN
DTC,10669,208ADOWN
DTC,10670,244UP
